Title;Features.Handheld?;Features.Max Players;Features.Multiplatform?;Features.Online?;Metadata.Genres;Metadata.Licensed?;Metadata.Publishers;Metadata.Sequel?;Metrics.Review Score;Metrics,Sales;Metrics,Used Price;Release.Console;Release.Rating;Release.Re-release?;Release.Year;Length.All PlayStyles.Average;Length.All PlayStyles.Leisure;Length.All PlayStyles.Median;Length.All PlayStyles.Polled;Length.All PlayStyles.Rushed;Length.Completionists.Average;Length.Completionists.Leisure;Length.Completionists.Median;Length.Completionists.Polled;Length.Completionists.Rushed;Length.Main + Extras.Average;Length.Main + Extras.Leisure;Length.Main + Extras.Median;Length.Main + Extras.Polled;Length.Main + Extras.Rushed;Length.Main Story.Average;Length.Main Story.Leisure;Length.Main Story.Median;Length.Main Story.Polled;Length.Main Story.Rushed
Deep Labyrinth;True;1;True;True;Role-Playing (RPG);True;Atari;True;57;0,06;10,95;Nintendo DS;T;True;2006;13.566.666.666.666.600;13.566.666.666.666.600;13.566.666.666.666.600;1;13.566.666.666.666.600;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;13.566.666.666.666.600;13.566.666.666.666.600;13.566.666.666.666.600;1;13.566.666.666.666.600
The Chronicles of Narnia: Prince Caspian;True;1;True;True;Role-Playing (RPG);True;Activision,Sony;True;54;0,19;10,95;Nintendo DS;M;True;2008;12.816.666.666.666.600;15.116.666.666.666.600;11.65;4;11.116.666.666.666.600;11.65;11.816.666.666.666.600;11.65;2;11.483.333.333.333.300;0.0;0.0;0.0;0;0.0;14.0;16.0;14.0;2;12.0
Kameo: Elements of Power;True;1;True;True;Action;True;2K;True;79;0,31;11,95;X360;T;True;2005;10.033.333.333.333.300;14.55;10.2;43;7.283.333.333.333.330;17.0;17.0;17.0;1;17.0;11.433.333.333.333.300;15.1;11.0;12;9.483.333.333.333.330;9.25;10.7;8.95;30;6.783.333.333.333.330
Shrek SuperSlam;True;1;True;True;Action;True;Capcom;True;56;0,18;11,95;Nintendo DS;E;True;2005;12.166.666.666.666.600;16.666.666.666.666.600;1.5;5;0.9;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;12.166.666.666.666.600;16.666.666.666.666.600;1.5;5;0.9
Pirates of the Caribbean: Dead Man's Chest;True;1;True;True;Action;True;Capcom;True;63;0,24;11,95;Nintendo DS;E;True;2006;26.833.333.333.333.300;31.666.666.666.666.600;2.5;4;2.283.333.333.333.330;3.75;3.75;3.75;1;3.75;28.333.333.333.333.300;28.333.333.333.333.300;28.333.333.333.333.300;1;28.333.333.333.333.300;20.833.333.333.333.300;21.166.666.666.666.600;20.833.333.333.333.300;2;2.033.333.333.333.330
Winning Eleven: Pro Evolution Soccer 2007;True;6;True;True;Sports;True;Namco,Sony;True;80;0,08;11,95;X360;E;True;2006;37.0;50.5;37.0;2;23.5;64.0;64.0;64.0;1;64.0;0.0;0.0;0.0;0;0.0;10.0;10.0;10.0;1;10.0
Every Extend Extra;True;1;True;True;Action;True;Atari,Namco;True;74;0,06;11,95;Sony PSP;E;True;2006;12.0;12.0;12.0;1;12.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;12.0;12.0;12.0;1;12.0
Deal or No Deal;True;1;True;True;Strategy;True;THQ;True;20;1,1;11,95;Nintendo DS;E;True;2007;0.9833333333333333;24.833.333.333.333.300;0.11666666666666667;5;0.31666666666666665;4.416.666.666.666.660;4.416.666.666.666.660;4.416.666.666.666.660;1;4.416.666.666.666.660;0.0;0.0;0.0;0;0.0;0.11666666666666667;0.16666666666666666;0.1;4;0.08333333333333333
Spider-Man 3;True;1;True;True;Action;True;Atari;True;63;0,5;11,95;X360;E;True;2007;10.833.333.333.333.300;16.283.333.333.333.300;10.316.666.666.666.600;18;7.883.333.333.333.330;10.816.666.666.666.600;10.816.666.666.666.600;10.816.666.666.666.600;1;10.816.666.666.666.600;12.55;16.966.666.666.666.600;11.316.666.666.666.600;7;10.966.666.666.666.600;9.633.333.333.333.330;12.483.333.333.333.300;9.666.666.666.666.660;10;7.416.666.666.666.660
EA Playground;True;1;True;True;Racing / Driving,Sports;True;Sega;True;60;0,31;11,95;Nintendo DS;E;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Vampire Rain;True;1;True;True;Action;True;EA;True;38;0,15;11,95;X360;T;True;2007;10.883.333.333.333.300;11.666.666.666.666.600;10.5;3;10.083.333.333.333.300;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;10.883.333.333.333.300;11.666.666.666.666.600;10.5;3;10.083.333.333.333.300
Code Lyoko;True;1;True;True;Action,Adventure;True;Activision,Sony;True;63;0,03;11,95;Nintendo DS;T;True;2007;7.733.333.333.333.330;8.75;7.0;3;6.7;0.0;0.0;0.0;0;0.0;10.15;10.15;10.15;1;10.15;6.516.666.666.666.660;6.75;6.516.666.666.666.660;2;6.283.333.333.333.330
Spectrobes: Beyond the Portals;True;1;True;True;Action,Role-Playing (RPG);True;EA,Namco;True;70;0,27;11,95;Nintendo DS;M;True;2008;30.25;33.233.333.333.333.300;30.25;2;27.266.666.666.666.600;0.0;0.0;0.0;0;0.0;36.233.333.333.333.300;36.233.333.333.333.300;36.233.333.333.333.300;1;36.233.333.333.333.300;24.266.666.666.666.600;24.266.666.666.666.600;24.266.666.666.666.600;1;24.266.666.666.666.600
LocoRoco 2;True;1;True;True;Action,Strategy;True;2K;True;85;0,17;11,95;Sony PSP;M;True;2008;17.266.666.666.666.600;11.303.333.333.333.300;7.3;22;7.983.333.333.333.330;110.2;16.198.333.333.333.300;110.2;2;58.4;11.05;15.0;9.0;5;8.733.333.333.333.330;6.95;8.733.333.333.333.330;7.0;15;5.333.333.333.333.330
Assassin's Creed: Altar's Chronicles;True;1;True;True;Action;True;SquareEnix;True;58;0,03;11,95;Nintendo DS;T;True;2008;5.066.666.666.666.660;6.983.333.333.333.330;4.866.666.666.666.660;22;4.15;5.05;5.5;5.0;5;4.75;4.516.666.666.666.660;4.616.666.666.666.660;4.5;3;4.416.666.666.666.660;5.183.333.333.333.330;7.033.333.333.333.330;5.0;14;4.2
Hot Shots Golf: Open Tee;True;1;True;True;Sports;True;THQ;True;81;0,49;12,95;Sony PSP;E;True;2004;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
The Urbz: Sims in the City;True;1;True;True;Simulation;True;Eidos;True;67;0,41;12,95;Nintendo DS;M;True;2004;21.933.333.333.333.300;25.5;20.0;7;16.733.333.333.333.300;30.033.333.333.333.300;30.033.333.333.333.300;30.033.333.333.333.300;2;30.033.333.333.333.300;20.833.333.333.333.300;25.2;20.0;3;16.45;15.5;15.75;15.5;2;15.25
Zoo Tycoon DS;True;1;True;True;Simulation,Strategy;True;Nintendo;True;44;0,92;12,95;Nintendo DS;T;True;2005;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
ATV Offroad Fury: Blazin' Trails;True;4;True;True;Racing / Driving,Sports;True;Microsoft;True;63;0,56;12,95;Sony PSP;T;True;2005;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Untold Legends: Brotherhood of the Blade;True;1;True;True;Action,Role-Playing (RPG);True;Microsoft;True;68;0,56;12,95;Sony PSP;M;True;2005;21.0;21.5;21.0;2;20.5;0.0;0.0;0.0;0;0.0;22.0;22.0;22.0;1;22.0;20.0;20.0;20.0;1;20.0
WipEout Pure;True;1;True;True;Action,Racing / Driving;True;Nintendo,Sega;True;88;0,45;12,95;Sony PSP;E;True;2005;9.516.666.666.666.660;14.583.333.333.333.300;8.8;8;6.383.333.333.333.330;0.0;0.0;0.0;0;0.0;14.2;16.55;12.0;3;11.85;6.716.666.666.666.660;9.666.666.666.666.660;6.0;5;4.983.333.333.333.330
Coded Arms;True;1;True;True;Action;True;Capcom;True;59;0,3;12,95;Sony PSP;M;True;2005;7.066.666.666.666.660;8.266.666.666.666.660;6.0;5;5.583.333.333.333.330;0.0;0.0;0.0;0;0.0;8.566.666.666.666.660;9.566.666.666.666.660;9.716.666.666.666.660;3;7.566.666.666.666.660;4.816.666.666.666.660;4.9;4.816.666.666.666.660;2;4.733.333.333.333.330
The Chronicles of Narnia: The Lion, the Witch a...;True;1;True;True;Action,Role-Playing (RPG);True;Eidos;True;65;0,18;12,95;Nintendo DS;T;True;2005;4.35;5.75;26.666.666.666.666.600;6;2.9;0.0;0.0;0.0;0;0.0;8.0;8.0;8.0;1;8.0;36.166.666.666.666.600;5.516.666.666.666.660;2.45;5;26.666.666.666.666.600
Kingdom of Paradise;True;2;True;True;Action,Role-Playing (RPG);True;Microsoft,SquareEnix;True;72;0,13;12,95;Sony PSP;E;True;2005;23.0;24.5;23.0;2;21.5;0.0;0.0;0.0;0;0.0;23.0;24.5;23.0;2;21.5;0.0;0.0;0.0;0;0.0
Dragon Quest Heroes: Rocket Slime;True;1;True;True;Action;True;SquareEnix;True;83;0,13;12,95;Nintendo DS;T;True;2005;15.1;23.616.666.666.666.600;13.366.666.666.666.600;39;11.616.666.666.666.600;22.616.666.666.666.600;25.4;25.0;5;19.483.333.333.333.300;16.283.333.333.333.300;24.316.666.666.666.600;15.0;13;12.816.666.666.666.600;12.583.333.333.333.300;14.183.333.333.333.300;12.166.666.666.666.600;21;10.683.333.333.333.300
Retro Atari Classics;True;1;True;True;Action,Racing / Driving,Simulation;True;Capcom,Rockstar;True;51;0,12;12,95;Nintendo DS;E;True;2005;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Metal Gear Ac!d 2;True;1;True;True;Strategy;True;Atari;True;80;0,12;12,95;Sony PSP;E;True;2005;14.833.333.333.333.300;19.95;15.0;15;12.583.333.333.333.300;0.0;0.0;0.0;0;0.0;17.616.666.666.666.600;20.9;16.0;5;14.6;13.45;14.9;14.2;10;12.033.333.333.333.300
Rengoku: The Tower of Purgatory;True;1;True;True;Action,Role-Playing (RPG);True;Microsoft,SquareEnix;True;43;0,11;12,95;Sony PSP;E;True;2005;4.716.666.666.666.660;5.083.333.333.333.330;4.716.666.666.666.660;2;4.35;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;4.716.666.666.666.660;5.083.333.333.333.330;4.716.666.666.666.660;2;4.35
Lost Planet: Extreme Condition;True;1;True;True;Action;True;Microsoft,SquareEnix;True;79;1,15;12,95;X360;M;True;2006;8.866.666.666.666.660;14.466.666.666.666.600;9.0;92;6.55;12.7;15.6;9.7;3;9.8;9.516.666.666.666.660;12.733.333.333.333.300;9.4;15;8.483.333.333.333.330;8.566.666.666.666.660;13.266.666.666.666.600;8.483.333.333.333.330;74;6.35
Monster 4x4: World Circuit;True;4;True;True;Racing / Driving;True;Activision;True;51;0,82;12,95;Nintendo Wii;E;True;2006;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
SpongeBob SquarePants: The Yellow Avenger;True;1;True;True;Action;True;Capcom,Rockstar;True;48;0,49;12,95;Sony PSP;T;True;2006;11.85;13.783.333.333.333.300;11.85;2;9.916.666.666.666.660;15.7;15.7;15.7;1;15.7;0.0;0.0;0.0;0;0.0;8.0;8.0;8.0;1;8.0
WWE SmackDown vs. Raw 2007;True;4;True;True;Sports;True;Capcom,Rockstar;True;81;0,45;12,95;X360;E;True;2006;23.4;4.563.333.333.333.330;9.116.666.666.666.660;10;11.916.666.666.666.600;57.6;6.451.666.666.666.660;50.483.333.333.333.300;3;50.666.666.666.666.600;0.0;0.0;0.0;0;0.0;8.75;9.433.333.333.333.330;9.0;7;8.216.666.666.666.660
Monster Hunter Freedom;True;1;True;True;Action,Strategy;True;Capcom;True;71;0,25;12,95;Sony PSP;E;True;2006;27.973.333.333.333.300;445.2;101.1;6;120.2;6.831.333.333.333.330;6.915.666.666.666.660;6.831.333.333.333.330;2;674.7;8.406.666.666.666.660;10.311.666.666.666.600;76.0;3;6.501.666.666.666.660;60.0;60.0;60.0;1;60.0
Syphon Filter: Dark Mirror;True;1;True;True;Action;True;Sega;True;87;0,24;12,95;Sony PSP;M;True;2006;8.466.666.666.666.660;11.433.333.333.333.300;7.283.333.333.333.330;8;6.683.333.333.333.330;15.0;15.0;15.0;1;15.0;9.25;10.083.333.333.333.300;9.25;2;8.416.666.666.666.660;6.85;7.333.333.333.333.330;7.0;5;6.2
Tiger Woods PGA Tour 07;True;1;True;True;Sports;True;Midway;True;78;0,21;12,95;Sony PSP;E;True;2006;10.0;10.0;10.0;1;10.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;10.0;10.0;10.0;1;10.0
Top Spin 2;True;4;True;True;Sports;True;Capcom,Rockstar;True;75;0,16;12,95;X360;T;True;2006;10.0;10.0;10.0;1;10.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;10.0;10.0;10.0;1;10.0
NHL 07;True;4;True;True;Sports;True;Ubisoft;True;76;0,14;12,95;Sony PSP;M;True;2006;9.0;9.5;9.0;2;8.5;8.0;8.0;8.0;1;8.0;0.0;0.0;0.0;0;0.0;10.0;10.0;10.0;1;10.0
Eragon;True;2;True;True;Action;True;Sony,Ubisoft;True;48;0,09;12,95;X360;T;True;2006;8.833.333.333.333.330;12.7;8.0;11;5.583.333.333.333.330;11.666.666.666.666.600;13.916.666.666.666.600;10.0;6;9.416.666.666.666.660;0.0;0.0;0.0;0;0.0;5.433.333.333.333.330;6.35;6.0;5;4.233.333.333.333.330
PaRappa the Rapper;True;1;True;True;Action;True;Activision,Sony;True;67;0,07;12,95;Sony PSP;T;True;2006;1.7;37.666.666.666.666.600;14.166.666.666.666.600;21;1.1;3.3;3.3;3.3;1;3.3;4.5;5.25;4.5;2;3.75;1.3;1.85;11.166.666.666.666.600;18;0.9333333333333333
Alex Rider: Stormbreaker;True;1;True;True;Action,Adventure;True;Eidos;True;48;0,05;12,95;Nintendo DS;M;True;2006;6.5;6.5;6.5;1;6.5;6.5;6.5;6.5;1;6.5;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Gunpey DS;True;1;True;True;Strategy;True;Capcom,Nintendo;True;70;0,05;12,95;Nintendo DS;E;True;2006;8.0;8.0;8.0;1;8.0;8.0;8.0;8.0;1;8.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Mercury Meltdown;True;1;True;True;Strategy;True;SquareEnix;True;78;0,05;12,95;Sony PSP;M;True;2006;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Bomberman: Act Zero;True;1;True;True;Action;True;Eidos;True;34;0,04;12,95;X360;E;True;2006;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
WarTech: Senko no Ronde;True;2;True;True;Action;True;Activision;True;60;0,03;12,95;X360;T;True;2006;25.883.333.333.333.300;57.25;11.666.666.666.666.600;4;6.883.333.333.333.330;101.0;101.0;101.0;1;101.0;0.0;0.0;0.0;0;0.0;0.85;11.166.666.666.666.600;1.0;3;0.5833333333333334
MechAssault: Phantom War;True;1;True;True;Action;True;Sony,Ubisoft;True;66;0,03;12,95;Nintendo DS;E;True;2006;7.5;8.116.666.666.666.660;7.0;3;6.866.666.666.666.660;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;7.5;8.116.666.666.666.660;7.0;3;6.866.666.666.666.660
Bubble Bobble Evolution;True;1;True;True;Action;True;Activision,Sony;True;47;0,03;12,95;Sony PSP;E;True;2006;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Guitar Hero III: Legends of Rock;True;2;True;True;Action,Simulation;True;Rockstar;True;85;3,28;12,95;X360;T;True;2007;15.183.333.333.333.300;56.0;8.833.333.333.333.330;86;7.5;18.9;25.716.666.666.666.600;24.0;5;13.466.666.666.666.600;27.066.666.666.666.600;6.063.333.333.333.330;15.5;29;12.133.333.333.333.300;8.216.666.666.666.660;19.05;8.0;52;5.55
Forza Motorsport 2;True;2;True;True;Racing / Driving;True;Nintendo;True;90;2,48;12,95;X360;T;True;2007;59.55;7.393.333.333.333.330;5.821.666.666.666.660;15;4.943.333.333.333.330;70.5;7.896.666.666.666.660;6.738.333.333.333.330;4;6.356.666.666.666.660;57.4;64.1;55.0;5;48.1;5.406.666.666.666.660;5.706.666.666.666.660;54.2;6;5.006.666.666.666.660
WWE Smackdown vs. Raw 2008;True;4;True;True;Sports;True;Midway;True;71;0,96;12,95;X360;T;True;2007;25.316.666.666.666.600;42.1;13.1;14;11.95;4.503.333.333.333.330;5.638.333.333.333.330;50.5;5;26.233.333.333.333.300;30.9;3.568.333.333.333.330;30.9;2;26.116.666.666.666.600;9.65;12.4;10.0;7;7.4
Madden NFL 08;True;4;True;True;Sports;True;Namco;True;76;0,86;12,95;Nintendo Wii;M;True;2007;106.0;176.25;17.0;3;35.75;10.0;10.0;10.0;1;10.0;291.0;291.0;291.0;1;291.0;17.0;17.0;17.0;1;17.0
WWE Smackdown vs. Raw 2008;True;4;True;True;Sports;True;Sony,Ubisoft;True;59;0,39;12,95;Nintendo Wii;M;True;2007;25.316.666.666.666.600;42.1;13.1;14;11.95;4.503.333.333.333.330;5.638.333.333.333.330;50.5;5;26.233.333.333.333.300;30.9;3.568.333.333.333.330;30.9;2;26.116.666.666.666.600;9.65;12.4;10.0;7;7.4
Monster Hunter Freedom 2;True;1;True;True;Action,Strategy;True;Rockstar;True;72;0,38;12,95;Sony PSP;T;True;2007;13.601.666.666.666.600;27.756.666.666.666.600;68.0;5;70.0;4.531.333.333.333.330;4.531.333.333.333.330;4.531.333.333.333.330;1;4.531.333.333.333.330;63.0;68.25;68.0;3;57.75;38.0;38.0;38.0;1;38.0
Shadowrun;True;1;True;True;Action;True;Activision;True;66;0,38;12,95;X360;E;True;2007;28.85;49.2;27.0;141;18.866.666.666.666.600;4.253.333.333.333.330;55.25;37.5;12;34.5;29.2;45.25;27.35;102;22.633.333.333.333.300;21.45;28.35;20.0;27;15.266.666.666.666.600
Tony Hawk's Proving Ground;True;2;True;True;Sports;True;Ubisoft;True;73;0,37;12,95;PlayStation 3;E;True;2007;8.133.333.333.333.330;8.133.333.333.333.330;8.133.333.333.333.330;1;8.133.333.333.333.330;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;8.133.333.333.333.330;8.133.333.333.333.330;8.133.333.333.333.330;1;8.133.333.333.333.330
Beowulf: The Game;True;1;True;True;Action;True;Nintendo,Sega;True;51;0,36;12,95;X360;E;True;2007;10.85;14.233.333.333.333.300;8.083.333.333.333.330;5;7.816.666.666.666.660;0.0;0.0;0.0;0;0.0;8.083.333.333.333.330;8.083.333.333.333.330;8.083.333.333.333.330;1;8.083.333.333.333.330;11.533.333.333.333.300;15.0;10.5;4;8.6
TimeShift;True;1;True;True;Action;True;Atari,Namco;True;70;0,32;12,95;X360;M;True;2007;8.5;11.85;8.916.666.666.666.660;78;6.35;9.066.666.666.666.660;9.516.666.666.666.660;9.0;5;8.516.666.666.666.660;10.2;12.55;10.0;9;8.716.666.666.666.660;8.216.666.666.666.660;10.65;8.4;64;6.15
The Eye of Judgment;True;2;True;True;Strategy;True;Atari;True;75;0,3;12,95;PlayStation 3;E;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Chicken Shoot;True;2;True;True;Action;True;Namco,Sony;True;27;0,26;12,95;Nintendo Wii;E;True;2007;0.6166666666666667;0.6833333333333333;0.6166666666666667;2;0.55;0.5;0.5;0.5;1;0.5;0.0;0.0;0.0;0;0.0;0.75;0.75;0.75;1;0.75
NASCAR 08;True;1;True;True;Racing / Driving,Sports;True;THQ;True;59;0,25;12,95;X360;E;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Tiger Woods PGA Tour 08;True;4;True;True;Sports;True;Sony,Ubisoft;True;79;0,22;12,95;PlayStation 3;T;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
The BIGS;True;4;True;True;Action,Simulation,Sports;True;Sony;True;79;0,19;12,95;X360;M;True;2007;16.816.666.666.666.600;30.066.666.666.666.600;10.133.333.333.333.300;4;6.916.666.666.666.660;4.668.333.333.333.330;4.668.333.333.333.330;4.668.333.333.333.330;1;4.668.333.333.333.330;0.0;0.0;0.0;0;0.0;6.866.666.666.666.660;11.7;0.5333333333333333;3;2.033.333.333.333.330
Bee Movie Game;True;2;True;True;Action;True;Rockstar;True;71;0,15;12,95;X360;T;True;2007;5.766.666.666.666.660;6.266.666.666.666.660;5.633.333.333.333.330;4;5.35;6.0;6.0;6.0;1;6.0;5.266.666.666.666.660;5.266.666.666.666.660;5.266.666.666.666.660;1;5.266.666.666.666.660;5.916.666.666.666.660;6.366.666.666.666.660;5.916.666.666.666.660;2;5.45
Mercury Meltdown;True;2;True;True;Strategy;True;Sony;True;77;0,14;12,95;Nintendo Wii;E;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
College Hoops 2K8;True;7;True;True;Sports;True;SquareEnix;True;82;0,12;12,95;PlayStation 3;M;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Beowulf: The Game;True;1;True;True;Action;True;Atari,Namco;True;51;0,12;12,95;PlayStation 3;T;True;2007;10.85;14.233.333.333.333.300;8.083.333.333.333.330;5;7.816.666.666.666.660;0.0;0.0;0.0;0;0.0;8.083.333.333.333.330;8.083.333.333.333.330;8.083.333.333.333.330;1;8.083.333.333.333.330;11.533.333.333.333.300;15.0;10.5;4;8.6
The Golden Compass;True;1;True;True;Action;True;Activision;True;40;0,12;12,95;PlayStation 3;M;True;2007;8.566.666.666.666.660;12.133.333.333.333.300;7.0;5;6.383.333.333.333.330;0.0;0.0;0.0;0;0.0;16.5;16.5;16.5;1;16.5;6.583.333.333.333.330;7.1;6.983.333.333.333.330;4;5.883.333.333.333.330
Hour of Victory;True;1;True;True;Action;True;Eidos;True;37;0,11;12,95;X360;M;True;2007;6.133.333.333.333.330;7.2;6.15;4;5.066.666.666.666.660;0.0;0.0;0.0;0;0.0;7.0;7.0;7.0;1;7.0;5.85;6.916.666.666.666.660;5.316.666.666.666.660;3;4.783.333.333.333.330
NCAA March Madness 08;True;4;True;True;Sports;True;Capcom,Rockstar;True;67;0,08;12,95;PlayStation 3;E;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Death Jr. and the Science Fair of Doom;True;1;True;True;Action;True;Capcom;True;47;0,07;12,95;Nintendo DS;M;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Alien Syndrome;True;1;True;True;Action;True;Sony,Ubisoft;True;51;0,07;12,95;Sony PSP;E;True;2007;2.783.333.333.333.330;29.833.333.333.333.300;3.0;3;25.666.666.666.666.600;2.25;2.25;2.25;1;2.25;0.0;0.0;0.0;0;0.0;3.05;3.066.666.666.666.660;3.05;2;30.166.666.666.666.600
Alien Syndrome;True;4;True;True;Action;True;EA;True;48;0,06;12,95;Nintendo Wii;E;True;2007;2.783.333.333.333.330;29.833.333.333.333.300;3.0;3;25.666.666.666.666.600;2.25;2.25;2.25;1;2.25;0.0;0.0;0.0;0;0.0;3.05;3.066.666.666.666.660;3.05;2;30.166.666.666.666.600
Fantastic Four: Rise of the Silver Surfer;True;4;True;True;Action;True;EA,Sony;True;39;0,04;12,95;Nintendo Wii;E;True;2007;7.6;9.5;6.416.666.666.666.660;7;5.683.333.333.333.330;0.0;0.0;0.0;0;0.0;10.333.333.333.333.300;11.083.333.333.333.300;10.0;3;9.583.333.333.333.330;5.566.666.666.666.660;6.033.333.333.333.330;5.75;4;5.016.666.666.666.660
Heatseeker;True;1;True;True;Action;True;THQ;True;49;0,04;12,95;Sony PSP;T;True;2007;9.75;9.75;9.75;1;9.75;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;9.75;9.75;9.75;1;9.75
SWAT: Target Liberty;True;1;True;True;Action,Strategy;True;Sony;True;50;0,04;12,95;Sony PSP;E;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Dead Head Fred;True;1;True;True;Action;True;EA,Namco;True;75;0,03;12,95;Sony PSP;E;True;2007;9.9;10.85;9.9;2;8.95;0.0;0.0;0.0;0;0.0;11.8;11.8;11.8;1;11.8;8.0;8.0;8.0;1;8.0
Meteos: Disney Magic;True;1;True;True;Strategy;True;Nintendo,Sega;True;74;0,02;12,95;Nintendo DS;T;True;2007;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Pure;True;1;True;True;Racing / Driving,Sports;True;Activision;True;85;1,43;12,95;X360;T;True;2008;13.666.666.666.666.600;19.166.666.666.666.600;13.0;13;10.033.333.333.333.300;16.666.666.666.666.600;19.916.666.666.666.600;13.0;3;13.416.666.666.666.600;14.666.666.666.666.600;19.166.666.666.666.600;14.0;6;12.166.666.666.666.600;9.933.333.333.333.330;12.6;8.5;4;7.983.333.333.333.330
NBA 2K9 ;True;1;True;True;Sports;True;Sony;True;84;1,07;12,95;X360;E;True;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
MLB 08: The Show;True;2;True;True;Sports;True;Sony;True;85;0,67;12,95;PlayStation 3;E;True;2008;10.0;10.0;10.0;1;10.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;10.0;10.0;10.0;1;10.0
Haze;True;2;True;True;Action;True;Rockstar;True;55;0,49;12,95;PlayStation 3;T;True;2008;7.65;15.016.666.666.666.600;6.916.666.666.666.660;19;5.633.333.333.333.330;22.766.666.666.666.600;22.766.666.666.666.600;22.766.666.666.666.600;1;22.766.666.666.666.600;6.0;6.0;6.0;1;6.0;6.866.666.666.666.660;8.933.333.333.333.330;6.916.666.666.666.660;17;5.433.333.333.333.330
Samba de Amigo;True;2;True;True;Action;True;SquareEnix;True;68;0,4;12,95;Nintendo Wii;T;True;2008;8.0;8.0;8.0;1;8.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;8.0;8.0;8.0;1;8.0
Sega Superstars Tennis;True;4;True;True;Sports;True;Rockstar;True;71;0,28;12,95;Nintendo Wii;E;True;2008;7.883.333.333.333.330;8.566.666.666.666.660;8.0;5;7.083.333.333.333.330;0.0;0.0;0.0;0;0.0;8.583.333.333.333.330;8.883.333.333.333.330;8.583.333.333.333.330;2;8.283.333.333.333.330;7.4;7.85;8.0;3;6.966.666.666.666.660
